Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Nymphomaniac: Vol. I,2013,117,Not Rated,6.9,64,"129,756"
The Social Network,2010,120,PG-13,7.8,95,"744,528"
Pretty Woman,1990,119,R,7.1,51,"347,672"
About Time,2013,123,R,7.8,55,"376,576"
Trolls,2016,92,PG,6.4,55,"89,457"
Stand by Me,1986,89,R,8.1,75,"431,980"
Taylor Swift: The Eras Tour,2023,169,PG-13,8.3,83,"13,132"
Braveheart,1995,178,R,8.3,68,"1,076,368"
Come and See,1985,142,Not Rated,8.4,,"92,399"
The Terminator,1984,107,R,8.1,84,"908,275"
Three Thousand Years of Longing,2022,108,R,6.7,60,"56,681"
Stillwater,2021,139,R,6.6,60,"53,372"
Black Angel,1946,81,Passed,6.9,,"3,777"
The Fifth Element,1997,126,PG-13,7.6,52,"496,741"
The Age of Adaline,2015,112,PG-13,7.2,51,"197,410"
Casino Royale,2006,144,PG-13,8.0,80,"684,284"
Falling for Christmas,2022,93,TV-PG,5.2,40,"26,786"
Black Christmas,1974,98,R,7.1,65,"46,299"
Jack Reacher,2012,130,PG-13,7.0,50,"358,626"
Logan,2017,137,R,8.1,77,"812,587"
10 Things I Hate About You,1999,97,PG-13,7.3,70,"372,745"
Terminator 2: Judgment Day,1991,137,R,8.6,75,"1,152,635"
Nope,2022,130,R,6.8,77,"251,723"
Grave of the Fireflies,1988,89,Not Rated,8.5,94,"300,546"
The Wizard of Oz,1939,102,G,8.1,92,"420,763"
Self Reliance,2023,85,R,,65,N/A
The Fast and the Furious,2001,106,PG-13,6.8,58,"411,509"
Heart of Stone,2023,122,PG-13,5.7,44,"54,338"
The Greatest Showman,2017,105,PG,7.5,48,"303,116"
The Deer Hunter,1978,183,R,8.1,86,"355,952"
What Every Frenchwoman Wants,1986,95,,5.6,,"4,854"
When Harry Met Sally...,1989,95,R,7.7,76,"236,286"
Birds of Prey,2020,109,R,6.1,60,"259,177"
West Side Story,2021,156,PG-13,7.1,85,"92,581"
Cocaine Bear,2023,95,R,5.9,54,"99,984"
Meet Me in St. Louis,1944,113,Passed,7.5,94,"26,577"
Sing,2016,108,PG,7.1,59,"186,037"
Mortal World 2,2023,117,,7.6,,"2,379"
Ant-Man and the Wasp: Quantumania,2023,124,PG-13,6.1,48,"214,126"
The Town,2010,125,R,7.5,74,"409,392"
The Godfather Part II,1974,202,R,9.0,90,"1,338,387"
The Road Warrior,1981,96,R,7.6,77,"190,272"
Waitress: The Musical,2023,144,,8.6,74,469
Kaiva,2023,138,,7.4,,"25,211"
Iron Man,2008,126,PG-13,7.9,79,"1,106,315"
Locked In,2023,96,TV-MA,5.1,,"6,683"
The Lion King,1994,88,G,8.5,88,"1,118,181"
The Mummy,1999,124,PG-13,7.1,48,"452,758"
Just Friends,2005,96,PG-13,6.2,47,"125,183"
Society of the Snow,2023,144,R,7.7,70,493
Dead Poets Society,1989,128,PG,8.1,79,"529,761"
Ocean's Eleven,2001,116,PG-13,7.7,74,"606,909"
Fall,2022,107,PG-13,6.4,62,"96,773"
Encanto,2021,102,PG,7.2,75,"251,257"
Pitch Perfect,2012,112,PG-13,7.1,66,"325,543"
Death Proof,2007,127,R,7.0,,"308,492"
The Legend of Tarzan,2016,110,PG-13,6.2,44,"184,714"
The Witch,2015,92,R,7.0,84,"291,208"
The Revenant,2015,156,R,8.0,76,"853,859"
Hacksaw Ridge,2016,139,R,8.1,71,"576,641"
Edge of Tomorrow,2014,113,PG-13,7.9,71,"721,118"
Me Before You,2016,110,PG-13,7.4,51,"278,474"
Zodiac,2007,157,R,7.7,79,"583,455"
Superbad,2007,113,R,7.6,76,"619,008"
A Clockwork Orange,1971,136,X,8.3,77,"867,141"
A Beautiful Mind,2001,135,PG-13,8.2,72,"971,212"
The Hobbit: An Unexpected Journey,2012,169,PG-13,7.8,58,"859,131"
The Unbearable Weight of Massive Talent,2022,107,R,7.0,68,"139,903"
Snatch,2000,102,R,8.2,55,"894,084"
Puss in Boots: The Last Wish,2022,102,PG,7.8,73,"162,356"
Batman Begins,2005,140,PG-13,8.2,70,"1,548,524"
Star Wars: Episode I - The Phantom Menace,1999,136,PG,6.5,51,"842,285"
Avengers: Infinity War,2018,149,PG-13,8.4,68,"1,171,264"
The Grand Budapest Hotel,2014,99,R,8.1,88,"868,284"
Dunkirk,2017,106,PG-13,7.8,94,"720,322"
PAW Patrol: The Mighty Movie,2023,88,PG,6.0,49,"3,874"
For Your Eyes Only,1981,127,PG,6.7,54,"106,737"
The Nutcracker and the Four Realms,2018,99,PG,5.6,39,"36,345"
Jojo Rabbit,2019,108,PG-13,7.9,58,"428,110"
Holiday Inn,1942,100,Passed,7.3,70,"16,837"
The Lighthouse,2019,109,R,7.4,83,"244,754"
War for the Planet of the Apes,2017,140,PG-13,7.4,82,"275,414"
Arrival,2016,116,PG-13,7.9,81,"746,451"
The Bad Guys,2022,100,PG,6.8,64,"54,381"
Uncut Gems,2019,135,R,7.4,92,"308,938"
Aquaman,2018,143,PG-13,6.8,55,"506,596"
To Catch a Killer,2023,119,R,6.6,43,"30,885"
Kraven the Hunter,2024,N/A,,,,N/A
The Help,2011,146,PG-13,8.1,62,"483,854"
Irreversible,2002,97,Not Rated,7.3,51,"144,688"
Knock Knock,2015,99,R,4.9,53,"102,372"
Eternals,2021,156,PG-13,6.3,52,"375,144"
8 Mile,2002,110,R,7.2,77,"313,553"
"Red, White & Royal Blue",2023,118,R,7.0,62,"42,450"
My Big Fat Greek Wedding 3,2023,92,PG-13,5.2,35,"6,413"
Vacation,2015,99,R,6.1,34,"119,820"
The Maze Runner,2014,113,PG-13,6.8,57,"497,681"
The Thing,1982,109,R,8.2,57,"455,616"
The Hunt,2012,115,R,8.3,77,"354,857"
The Lord of the Rings: The Two Towers,2002,179,PG-13,8.8,87,"1,746,591"
Knock at the Cabin,2023,100,R,6.1,63,"106,723"
Creed,2015,133,PG-13,7.6,82,"305,539"
Galaxy Quest,1999,102,PG,7.4,70,"173,045"
The Christmas Chronicles: Part Two,2020,112,PG,6.0,51,"34,213"
One Flew Over the Cuckoo's Nest,1975,133,R,8.7,84,"1,052,797"
Bram Stoker's Dracula,1992,128,R,7.4,57,"233,850"
While You Were Sleeping,1995,103,PG,6.8,67,"111,119"
A Bad Moms Christmas,2017,104,R,5.6,42,"56,364"
A Christmas Carol,1951,86,TV-PG,8.1,,"24,761"
The Phantom of the Opera,2004,143,PG-13,7.2,40,"128,964"
From Dusk Till Dawn,1996,108,R,7.2,48,"334,260"
Guardians of the Galaxy,2014,121,PG-13,8.0,76,"1,253,341"
Christmas on Cherry Lane,2023,90,TV-G,6.4,,372
Barry Lyndon,1975,185,PG,8.1,89,"179,222"
The Kill Room,2023,98,R,5.4,58,"3,437"
Plane,2023,107,R,6.5,62,"71,977"
Free Guy,2021,115,PG-13,7.1,62,"409,697"
The Big Short,2015,130,R,7.8,81,"470,942"
Inside Out,2015,95,PG,8.1,94,"765,232"
Star Wars: Episode IX - The Rise of Skywalker,2019,141,PG-13,6.4,53,"482,000"
13 Going on 30,2004,98,PG-13,6.3,57,"210,337"
Green Book,2018,130,PG-13,8.2,69,"545,270"
Total Recall,1990,113,R,7.5,60,"348,260"
Ghoomer,2023,135,,7.9,,"10,702"
The Gray Man,2022,122,PG-13,6.5,49,"229,374"
Toy Story,1995,81,G,8.3,96,"1,048,084"
American History X,1998,119,R,8.5,62,"1,168,413"
"The Good, the Bad and the Ugly",1966,178,Approved,8.8,90,"796,840"
Extraction II,2023,122,R,7.0,57,"135,845"
Road House,R,N/A,,,,N/A
Pretty Baby,1978,110,R,6.5,66,"12,458"
The Girl with the Dragon Tattoo,2011,158,R,7.8,71,"486,572"
Thriller 40,2023,90,,8.1,,654
A Walk to Remember,2002,101,PG,7.3,35,"218,842"
The Avengers,2012,143,PG-13,8.0,69,"1,442,256"
Starfish,2023,121,,9.3,,"15,438"
Jurassic World,2015,124,PG-13,6.9,59,"670,080"
Sonic the Hedgehog 3,2024,N/A,,,,N/A
Kill Shot,2023,93,,4.7,,"1,422"
Ben-Hur,1959,212,G,8.1,90,"249,799"
Smile,2022,115,R,6.5,68,"147,769"
Planet of the Apes,2001,120,PG-13,5.7,50,"226,362"
The King,2019,140,R,7.3,62,"145,980"
Winnie the Pooh: Blood and Honey,2023,84,Not Rated,2.9,16,"24,838"
Operation Fortune: Ruse de Guerre,2023,114,R,6.3,51,"77,212"
Love at First Sight,2023,91,PG-13,6.8,55,"26,688"
8-Bit Christmas,2021,97,PG,6.7,66,"20,315"
Predestination,2014,97,R,7.4,69,"297,851"
Unfaithful,2002,124,R,6.7,63,"96,090"
Curiosa,2019,107,18+,5.4,,"3,246"
Jurassic World Dominion,2022,147,PG-13,5.6,38,"195,951"
After Everything,2023,93,R,4.6,,"4,534"
Basic Instinct,1992,127,R,7.0,43,"214,340"
Black Christmas,2006,95,R,4.7,22,"29,690"
Carol,2015,118,R,7.2,94,"139,208"
The Pianist,2002,150,R,8.5,85,"889,818"
Haunted Mansion,2023,123,PG-13,6.1,47,"37,721"
Hidden Figures,2016,127,PG,7.8,74,"248,928"
Ghostbusters,1984,105,PG,7.8,71,"437,274"
The Little Things,2021,128,R,6.3,54,"120,226"
Independence Day,1996,145,PG-13,7.0,59,"597,956"
Once Upon a Time in America,1984,229,R,8.3,75,"370,681"
Beauty and the Beast,2017,129,PG,7.1,65,"328,457"
Fingernails,2023,113,R,5.9,63,"5,727"
Shazam!,2019,132,PG-13,7.0,71,"376,808"
DC League of Super-Pets,2022,105,PG,7.1,56,"73,048"
Blue Is the Warmest Colour,2013,180,NC-17,7.7,90,"160,593"
The Handmaiden,2016,145,Not Rated,8.1,85,"166,230"
The Martian,2015,144,PG-13,8.0,80,"903,800"
Donnie Darko,2001,113,R,8.0,88,"836,838"
Ratatouille,2007,111,G,8.1,96,"800,204"
Zack Snyder's Justice League,2021,242,R,7.9,54,"428,441"
"Three Billboards Outside Ebbing, Missouri",2017,115,R,8.1,88,"542,350"
Diary of a Wimpy Kid Christmas: Cabin Fever,2023,62,PG,5.9,,412
The Day After Tomorrow,2004,124,PG-13,6.5,47,"469,224"
Christmas with the Campbells,2022,88,,5.4,56,"1,550"
The Nice Guys,2016,116,R,7.4,70,"360,762"
Full Metal Jacket,1987,116,R,8.3,78,"777,035"
Life of the Party,2018,105,PG-13,5.6,46,"38,964"
Terrifier 2,2022,138,Not Rated,6.1,59,"43,852"
Hardcore Never Dies,2023,115,,7.1,,"1,156"
Mission: Impossible,1996,110,PG-13,7.2,59,"462,116"
Air,2023,111,R,7.4,73,"152,435"
Hot Fuzz,2007,121,R,7.8,81,"527,815"
Almost Famous,2000,122,R,7.9,90,"289,289"
Origin,2023,135,PG-13,6.4,76,454
Deadpool 2,2018,119,R,7.6,66,"626,592"
Reservoir Dogs,1992,99,R,8.3,81,"1,069,059"
Home Sweet Home Alone,2021,93,PG,3.6,35,"19,436"
The Book of Clarence,2023,136,PG-13,,62,N/A
Sleeping Beauty,2011,101,TV-14,5.3,61,"34,276"
Amsterdam,2022,134,R,6.1,48,"87,036"
Scream,2022,114,R,6.3,60,"152,875"
In Time,2011,109,PG-13,6.7,53,"437,857"
The Many Saints of Newark,2021,120,R,6.3,60,"61,226"
Deep Water,2022,115,R,5.5,53,"54,573"
Trolls World Tour,2020,91,PG,6.1,51,"27,243"
The Incredibles,2004,115,PG,8.0,90,"788,715"
Dawn of the Planet of the Apes,2014,130,PG-13,7.6,79,"461,179"
Saturday Night Fever,1977,118,R,6.8,77,"85,643"
Insidious: The Red Door,2023,107,PG-13,5.5,45,"43,806"
Edward Scissorhands,1990,105,PG-13,7.9,74,"515,384"
Fantastic Beasts: The Secrets of Dumbledore,2022,142,PG-13,6.2,47,"162,663"
Airheads,1994,92,PG-13,6.2,46,"55,177"
The Breakfast Club,1985,97,R,7.8,66,"427,947"
Ballerina,2024,N/A,,,,N/A
Champions,2023,124,PG-13,6.8,50,"22,445"
Tár,2022,158,R,7.4,92,"86,664"
A Christmas Carol,1938,69,Passed,7.5,72,"8,365"
Where Eagles Dare,1968,158,M,7.6,63,"61,835"
The Firm,1993,154,R,6.9,58,"144,869"
Casino,1995,178,R,8.2,73,"552,023"
E.T. the Extra-Terrestrial,1982,115,PG,7.9,92,"430,417"
Jaws,1975,124,PG,8.1,87,"647,119"
Mad Max Beyond Thunderdome,1985,107,PG-13,6.2,71,"145,056"
The Sixth Sense,1999,107,PG-13,8.2,64,"1,033,615"
Passages,2023,91,Unrated,6.8,79,"7,251"
Ambulance,2022,136,R,6.1,55,"90,121"
Ex Machina,2014,108,R,7.7,78,"574,742"
Batman v Superman: Dawn of Justice,2016,151,PG-13,6.5,44,"743,920"
Sin City,2005,124,R,8.0,74,"787,757"
A Star Is Born,2018,136,R,7.6,88,"409,497"
Terrifier,2016,85,Unrated,5.6,,"49,486"
The Man Who Invented Christmas,2017,104,PG,7.0,60,"18,072"
Cruella,2021,134,PG-13,7.3,59,"257,279"
After,2019,105,PG-13,5.3,30,"63,266"
Rise of the Planet of the Apes,2011,105,PG-13,7.6,68,"550,366"
Snow White,2025,N/A,,,,N/A
The Fast and the Furious: Tokyo Drift,2006,104,PG-13,6.0,45,"292,972"
Trainspotting,1996,93,R,8.1,83,"714,992"
Secretary,2002,107,R,6.9,63,"96,639"
Kids,1995,91,NC-17,7.0,63,"83,332"
The Fall Guy,2024,114,PG-13,,,N/A
Wonder Woman,2017,141,PG-13,7.4,76,"689,404"
Kingsman: The Secret Service,2014,129,R,7.7,60,"703,121"
Jumanji,1995,104,PG,7.1,39,"368,577"
The Blue Lagoon,1980,104,R,5.8,31,"75,179"
Into the Wild,2007,148,R,8.1,73,"648,235"
Queen of Hearts,2019,127,Not Rated,7.1,67,"13,665"
The Lord of the Rings: The War of the Rohirrim,2024,130,,,,N/A
The Star,2017,86,PG,6.3,42,"8,988"
Room,2015,118,R,8.1,86,"442,674"
Good Burger,1997,95,PG,5.8,41,"32,361"
We're the Millers,2013,110,R,7.0,44,"478,025"
Groundhog Day,1993,101,PG,8.0,72,"669,644"
The Old Oak,2023,113,,7.1,62,"3,069"
Borderlands,2024,N/A,,,,N/A
Lady Bird,2017,94,R,7.4,93,"317,977"
Captain Marvel,2019,123,PG-13,6.8,64,"599,146"
Burning Betrayal,2023,98,TV-MA,4.1,,"2,269"
Rocky,1976,120,PG,8.1,70,"616,410"
Father Christmas Is Back,2021,105,PG-13,4.5,,"7,092"
Paper Moon,1973,102,PG,8.1,77,"51,333"
The Fugitive,1993,130,PG-13,7.8,87,"312,383"
American Symphony,2023,104,PG-13,7.3,76,682
This Is Christmas,2022,111,,6.9,,"2,204"
Ghostbusters: Frozen Empire,2024,N/A,,,,N/A
Les Misérables,2012,158,PG-13,7.5,63,"341,979"
The Thin Red Line,1998,170,R,7.6,78,"196,877"
Superman: Legacy,2025,N/A,,,,N/A
Zootopia,2016,108,PG,8.0,78,"533,256"
The Imitation Game,2014,114,PG-13,8.0,71,"810,469"
Lost in Translation,2003,102,R,7.7,91,"479,376"
Rustin,2023,106,PG-13,6.5,68,"2,872"
Kabir Singh,2019,173,Not Rated,7.0,,"38,527"
Fukrey 3,2023,147,Not Rated,6.6,,"22,931"
Room in Rome,2010,107,Not Rated,6.1,,"25,824"
Red Sparrow,2018,140,R,6.6,53,"198,138"
Fighter,2024,N/A,,,,N/A
My Fault,2023,117,,6.2,,"19,998"
Scream,1996,111,R,7.4,65,"381,300"
CODA,2021,111,PG-13,8.0,72,"156,835"
Martyrs,2008,99,R,7.0,,"103,822"
Surviving Christmas,2004,91,PG-13,5.4,19,"26,761"
I Can Only Imagine,2018,110,PG,7.3,30,"17,640"
X-Men,2000,104,PG-13,7.3,64,"637,601"
Apocalypto,2006,139,R,7.8,68,"326,278"
Baby Driver,2017,113,R,7.6,86,"590,564"
School of Rock,2003,109,PG-13,7.2,82,"323,637"
Snow Day,2000,89,PG,5.1,34,"13,457"
Jackie Brown,1997,154,R,7.5,64,"366,841"
Unforgiven,1992,130,R,8.2,85,"429,748"
Fury,2014,134,R,7.6,64,"531,437"
Saw,2004,103,R,7.6,46,"458,565"
The Three Musketeers: Milady,2023,115,,7.5,,81
Bones and All,2022,131,R,6.8,74,"52,933"
The Conjuring,2013,112,R,7.5,68,"544,435"
Silver Linings Playbook,2012,122,R,7.7,81,"733,532"
Silent Hill,2006,125,R,6.5,31,"240,757"
Matilda,1996,102,PG,7.0,72,"170,210"
Your Name.,2016,106,TV-PG,8.4,81,"305,821"
The Other Zoey,2023,91,PG-13,5.8,,"5,416"
Mission: Impossible - Fallout,2018,147,PG-13,7.7,86,"369,603"
The Peasants,2023,114,R,8.2,66,"2,375"
Malignant,2021,111,R,6.2,51,"105,088"
Idiocracy,2006,84,R,6.5,66,"177,684"
Excalibur,1981,140,PG,7.3,56,"65,901"
Man on Fire,2004,146,R,7.7,47,"382,785"
Hamilton,2020,160,PG-13,8.3,88,"108,680"
The Curious Case of Benjamin Button,2008,166,PG-13,7.8,70,"684,031"
Daddy's Home 2,2017,100,PG-13,6.0,30,"80,389"
Knights of the Zodiac,2023,112,PG-13,4.4,35,"10,353"
True Romance,1993,119,R,7.9,59,"238,584"
Baywatch,2017,116,R,5.5,37,"198,482"
Romeo + Juliet,1996,120,PG-13,6.7,60,"240,850"
Lady Chatterley's Lover,2022,126,R,6.6,67,"21,590"
Split,2016,117,PG-13,7.3,63,"536,439"
Serendipity,2001,90,PG-13,6.8,52,"119,282"
Grease,1978,110,PG,7.2,70,"294,684"
Airplane!,1980,88,PG,7.7,78,"255,284"
Dirty Dancing,1987,100,PG-13,7.0,65,"250,079"
Twisters,2024,N/A,,,,N/A
The Lost Boys,1987,97,R,7.2,63,"157,843"
Doctor Sleep,2019,152,R,7.3,59,"213,390"
1408,2007,104,PG-13,6.8,64,"289,351"
Atonement,2007,123,R,7.8,85,"294,520"
The Virgin Suicides,1999,97,R,7.2,77,"165,469"
The End We Start From,2023,102,R,6.6,66,274
Margaux,2022,104,R,4.5,,"3,073"
King Kong,2005,187,PG-13,7.2,81,"440,789"
Single All the Way,2021,99,TV-PG,6.2,49,"18,793"
Life Is Beautiful,1997,116,PG-13,8.6,59,"729,679"
Mother!,2017,121,R,6.6,76,"244,366"
John Wick: Chapter 2,2017,122,R,7.4,75,"497,993"
Retribution,2023,91,R,5.3,43,"14,263"
Predator,1987,107,R,7.8,47,"445,487"
Training Day,2001,122,R,7.7,71,"463,145"
Triple Frontier,2019,125,R,6.5,61,"141,963"
Let It Snow,2019,92,PG-13,5.8,51,"24,318"
Rogue One: A Star Wars Story,2016,133,PG-13,7.8,65,"674,298"
The Intouchables,2011,112,R,8.5,57,"908,937"
Creed III,2023,116,PG-13,6.7,73,"87,191"
Black Panther,2018,134,PG-13,7.3,88,"822,746"
Batman Returns,1992,126,PG-13,7.1,68,"322,296"
A Bronx Tale,1993,121,R,7.8,80,"156,084"
Smokin' Aces,2006,108,R,6.6,45,"150,752"
RRR,2022,187,Not Rated,7.8,83,"160,085"
Fool's Paradise,2023,98,R,4.7,27,"4,825"
Ready Player One,2018,140,PG-13,7.4,64,"470,398"
Moana,2016,107,PG,7.6,81,"366,381"
Platoon,1986,120,R,8.1,92,"431,875"
Men in Black,1997,98,PG-13,7.3,71,"600,530"
Rumble Through the Dark,2023,116,R,5.8,,"2,713"
Clueless,1995,97,PG-13,6.9,71,"238,742"
Varsity Blues,1999,106,R,6.5,50,"48,320"
The Voyeurs,2021,116,R,6.1,54,"27,882"
John Wick: Chapter 3 - Parabellum,2019,130,R,7.4,73,"412,711"
Men,2022,100,R,6.1,65,"57,358"
The Last of the Mohicans,1992,112,R,7.7,76,"183,363"
Star Wars: Episode VII - The Force Awakens,2015,138,PG-13,7.8,80,"962,315"
Alexander,2004,175,R,5.6,40,"174,887"
Coco,2017,105,PG,8.4,81,"567,804"
Batman,1989,126,PG-13,7.5,69,"398,294"
Now You See Me,2013,115,PG-13,7.2,50,"694,929"
Gerald's Game,2017,103,TV-MA,6.5,77,"123,734"
Closer,2004,104,R,7.2,65,"232,552"
Blonde,2022,167,NC-17,5.5,50,"69,763"
Boyz n the Hood,1991,112,R,7.8,76,"150,881"
Nimona,2023,101,PG,7.6,75,"35,086"
Lone Survivor,2013,121,R,7.5,60,"302,455"
Notting Hill,1999,124,PG-13,7.2,68,"333,546"
Flight,2012,138,R,7.3,76,"371,160"
Grown Ups,2010,102,PG-13,6.0,30,"268,942"
Annihilation,2018,115,R,6.8,79,"352,730"
Mortal Kombat,2021,110,R,6.0,44,"186,742"
The Equalizer 2,2018,121,R,6.7,50,"187,377"
Love the Coopers,2015,107,PG-13,5.8,31,"25,987"
The Pale Blue Eye,2022,128,R,6.6,56,"118,257"
57 Seconds,2023,99,R,5.3,,"4,529"
Kadak Singh,2023,128,,8.0,,"3,541"
Tomorrowland,2015,130,PG,6.4,60,"189,114"
BlacKkKlansman,2018,135,R,7.5,83,"284,552"
Ted,2012,106,R,6.9,62,"643,687"
The Talented Mr. Ripley,1999,139,R,7.4,76,"227,973"
The Matrix Resurrections,2021,148,R,5.7,63,"272,417"
Under the Skin,2013,108,R,6.3,80,"153,804"
She Came to Me,2023,102,R,6.0,53,"2,457"
Black Panther: Wakanda Forever,2022,161,PG-13,6.7,67,"292,129"
Shrek,2001,90,PG,7.9,84,"718,128"
M3GAN,2022,102,PG-13,6.4,72,"133,336"
Armageddon,1998,151,PG-13,6.7,42,"444,492"
The King's Man,2021,131,R,6.3,44,"167,108"
Fatman,2020,100,R,5.9,40,"28,898"
Finding Nemo,2003,100,G,8.2,90,"1,093,234"
A Knight's Tale,2001,132,PG-13,7.0,56,"198,102"
The Garfield Movie,2024,N/A,,,,N/A
National Lampoon's Animal House,1978,109,R,7.4,79,"127,600"
Percy Jackson & the Olympians: The Lightning Thief,2010,118,PG,5.9,47,"197,681"
500 Days of Summer,2009,95,PG-13,7.7,76,"545,759"
Mrs. Doubtfire,1993,125,PG-13,7.1,54,"285,082"
The Other Guys,2010,107,PG-13,6.6,64,"283,417"
American Gangster,2007,157,R,7.8,76,"445,907"
Dark Waters,2019,126,PG-13,7.6,73,"97,500"
Spider-Man: Beyond the Spider-Verse,,N/A,,,,N/A
All the Old Knives,2022,101,R,6.1,62,"27,396"
Scooby-Doo,2002,86,PG,5.3,35,"123,124"
Shame,2011,101,NC-17,7.2,72,"203,777"
Focus,2015,105,R,6.6,56,"269,400"
The Secret Life of Walter Mitty,2013,114,PG,7.3,54,"333,635"
Nightcrawler,2014,117,R,7.8,76,"590,112"
Showgirls,1995,128,NC-17,5.0,20,"72,949"
Office Space,1999,89,R,7.6,68,"282,578"
Soul,2020,100,PG,8.0,83,"364,358"
And Your Mother Too,2001,106,,7.7,89,"127,714"
Amadeus,1984,160,PG,8.4,87,"420,790"
Chicken Run,2000,84,G,7.1,88,"205,118"
"Girl, Interrupted",1999,127,R,7.3,51,"205,788"
Army of the Dead,2021,148,R,5.8,57,"183,071"
Bridget Jones's Diary,2001,97,R,6.8,66,"258,028"
Transformers,2007,144,PG-13,7.0,61,"666,716"
The Out-Laws,2023,95,R,5.4,36,"32,686"
Booksmart,2019,102,R,7.1,84,"128,368"
Kung Fu Panda 4,2024,N/A,,,,N/A
Hook,1991,142,PG,6.8,52,"268,878"
Die Hard with a Vengeance,1995,128,R,7.6,58,"402,184"
The Passion of the Christ,2004,127,R,7.2,47,"245,962"
Mask,1985,120,PG-13,7.2,73,"31,815"
Princess Mononoke,1997,134,PG-13,8.3,76,"421,403"
What's Eating Gilbert Grape,1993,118,PG-13,7.7,73,"250,110"
Ferris Bueller's Day Off,1986,103,PG-13,7.8,61,"380,013"
The Pope's Exorcist,2023,103,R,6.1,45,"75,811"
Odd Thomas,2013,97,PG-13,6.8,45,"56,624"
Point Break,1991,122,R,7.3,59,"197,062"
Atharva,2023,116,,8.4,,"6,574"
Bhagavanth Kesari,2023,164,,6.4,,"3,944"
Gangs of New York,2002,167,R,7.5,72,"465,630"
Casablanca,1942,102,PG,8.5,100,"596,621"
28 Days Later,2002,113,R,7.5,73,"435,620"
Old,2021,108,PG-13,5.8,55,"153,711"
The Mask,1994,101,PG-13,6.9,59,"410,931"
The Tomorrow War,2021,138,PG-13,6.6,45,"222,309"
Fantastic Four,2025,N/A,,,,N/A
Transformers: The Last Knight,2017,154,PG-13,5.2,27,"165,581"
The Rock,1996,136,R,7.4,58,"353,352"
A Disturbance in the Force,2023,85,,6.9,68,223
Wrong Turn,2021,109,R,5.5,46,"35,292"
Star Wars: Episode V - The Empire Strikes Back,1980,124,PG,8.7,82,"1,354,676"
I Am Legend,2007,101,PG-13,7.2,65,"798,965"
Black Widow,2021,134,PG-13,6.7,68,"414,451"
Liar Liar,1997,86,PG-13,6.9,70,"327,653"
Stardust,2007,127,PG-13,7.6,66,"281,444"
Not Another Teen Movie,2001,89,R,5.8,32,"113,432"
Minority Report,2002,145,PG-13,7.6,80,"575,917"
The Lion King,2019,118,PG,6.8,55,"261,929"
Little Children,2006,137,R,7.5,75,"115,549"
Thor: Ragnarok,2017,130,PG-13,7.9,74,"800,916"
Farrey,2023,130,,9.0,,"5,723"
Sideways,2004,127,R,7.5,94,"199,495"
F9: The Fast Saga,2021,143,PG-13,5.2,58,"157,590"
Margin Call,2011,107,R,7.1,76,"141,375"
Step Brothers,2008,98,R,6.9,51,"313,104"
Bohemian Rhapsody,2018,134,PG-13,7.9,49,"575,756"
The Blackout,2019,127,TV-MA,6.0,,"10,401"
Just Go with It,2011,117,PG-13,6.4,33,"260,562"
Interview with the Vampire: The Vampire Chronicles,1994,123,R,7.5,60,"341,954"
Mortal Kombat 2,,N/A,,,,N/A
Captain America: The First Avenger,2011,124,PG-13,6.9,66,"882,979"
Waiting...,2005,94,R,6.7,30,"104,261"
Wish Upon,2017,90,PG-13,5.1,32,"22,477"
The Worst Person in the World,2021,128,R,7.7,90,"89,757"
Green Lantern,2011,114,PG-13,5.5,39,"293,357"
Never Say Never Again,1983,134,PG,6.1,68,"71,950"
Mafia Mamma,2023,101,R,5.4,42,"8,439"
A View to a Kill,1985,131,PG,6.3,40,"103,260"
Scrooge: A Christmas Carol,2022,96,TV-Y7,6.2,46,"6,884"
You Are So Not Invited to My Bat Mitzvah,2023,103,PG-13,6.0,71,"21,892"
The Impossible,2012,114,PG-13,7.5,73,"237,666"
Road House,1989,114,R,6.7,36,"83,305"
Cruel Intentions,1999,97,R,6.8,56,"201,521"
Legend,2015,132,R,6.9,55,"197,559"
The Mist,2007,126,R,7.1,58,"332,823"
The Reader,2008,124,R,7.6,58,"255,642"
The Perks of Being a Wallflower,2012,103,PG-13,7.9,67,"539,017"
WALL·E,2008,98,G,8.4,95,"1,176,198"
Nocturnal Animals,2016,116,R,7.5,67,"298,073"
Psycho,1960,109,R,8.5,97,"706,339"
Forgotten Love,2023,140,TV-MA,7.5,,"6,986"
Love Again,2023,104,PG-13,5.9,32,"11,133"
Suspiria,2018,152,R,6.7,64,"89,191"
Falling Down,1993,113,R,7.6,56,"202,439"
Manchester by the Sea,2016,137,R,7.8,96,"304,421"
Red One,2024,102,,,,N/A
Erin Brockovich,2000,131,R,7.4,73,"214,309"
Reign of Fire,2002,101,PG-13,6.2,39,"143,725"
Legally Blonde,2001,96,PG-13,6.4,59,"240,016"
Superman,1978,143,PG,7.4,82,"184,566"
Pan's Labyrinth,2006,118,R,8.2,98,"693,952"
Misery,1990,107,R,7.8,75,"229,841"
Memories of Murder,2003,132,Not Rated,8.1,82,"207,714"
The Lovely Bones,2009,135,PG-13,6.6,42,"177,398"
The Boogeyman,2023,98,PG-13,5.9,55,"39,328"
"Confess, Fletch",2022,98,R,6.5,64,"17,366"
